,fold,kinship,image1,image2,kinship_type
0,1,1,father-dau/fd_240_1.jpg,father-dau/fd_240_2.jpg,father-dau
1,1,1,father-dau/fd_024_1.jpg,father-dau/fd_024_2.jpg,father-dau
2,1,1,father-dau/fd_220_1.jpg,father-dau/fd_220_2.jpg,father-dau
3,1,1,father-dau/fd_092_1.jpg,father-dau/fd_092_2.jpg,father-dau
4,1,1,father-dau/fd_155_1.jpg,father-dau/fd_155_2.jpg,father-dau
5,1,1,father-dau/fd_124_1.jpg,father-dau/fd_124_2.jpg,father-dau
6,1,1,father-dau/fd_031_1.jpg,father-dau/fd_031_2.jpg,father-dau
7,1,1,father-dau/fd_162_1.jpg,father-dau/fd_162_2.jpg,father-dau
8,1,1,father-dau/fd_163_1.jpg,father-dau/fd_163_2.jpg,father-dau
9,1,1,father-dau/fd_008_1.jpg,father-dau/fd_008_2.jpg,father-dau
10,1,1,father-dau/fd_042_1.jpg,father-dau/fd_042_2.jpg,father-dau
11,1,1,father-dau/fd_153_1.jpg,father-dau/fd_153_2.jpg,father-dau
12,1,1,father-dau/fd_159_1.jpg,father-dau/fd_159_2.jpg,father-dau
13,1,1,father-dau/fd_208_1.jpg,father-dau/fd_208_2.jpg,father-dau
14,1,1,father-dau/fd_152_1.jpg,father-dau/fd_152_2.jpg,father-dau
15,1,1,father-dau/fd_242_1.jpg,father-dau/fd_242_2.jpg,father-dau
16,1,1,father-dau/fd_193_1.jpg,father-dau/fd_193_2.jpg,father-dau
17,1,1,father-dau/fd_120_1.jpg,father-dau/fd_120_2.jpg,father-dau
18,1,1,father-dau/fd_166_1.jpg,father-dau/fd_166_2.jpg,father-dau
19,1,1,father-dau/fd_021_1.jpg,father-dau/fd_021_2.jpg,father-dau
20,1,1,father-dau/fd_118_1.jpg,father-dau/fd_118_2.jpg,father-dau
21,1,1,father-dau/fd_099_1.jpg,father-dau/fd_099_2.jpg,father-dau
22,1,1,father-dau/fd_194_1.jpg,father-dau/fd_194_2.jpg,father-dau
23,1,1,father-dau/fd_171_1.jpg,father-dau/fd_171_2.jpg,father-dau
24,1,1,father-dau/fd_158_1.jpg,father-dau/fd_158_2.jpg,father-dau
25,1,1,father-dau/fd_207_1.jpg,father-dau/fd_207_2.jpg,father-dau
26,1,1,father-dau/fd_181_1.jpg,father-dau/fd_181_2.jpg,father-dau
27,1,1,father-dau/fd_145_1.jpg,father-dau/fd_145_2.jpg,father-dau
28,1,1,father-dau/fd_091_1.jpg,father-dau/fd_091_2.jpg,father-dau
29,1,1,father-dau/fd_221_1.jpg,father-dau/fd_221_2.jpg,father-dau
30,1,1,father-dau/fd_025_1.jpg,father-dau/fd_025_2.jpg,father-dau
31,1,1,father-dau/fd_055_1.jpg,father-dau/fd_055_2.jpg,father-dau
32,1,1,father-dau/fd_175_1.jpg,father-dau/fd_175_2.jpg,father-dau
33,1,1,father-dau/fd_229_1.jpg,father-dau/fd_229_2.jpg,father-dau
34,1,1,father-dau/fd_213_1.jpg,father-dau/fd_213_2.jpg,father-dau
35,1,1,father-dau/fd_228_1.jpg,father-dau/fd_228_2.jpg,father-dau
36,1,1,father-dau/fd_199_1.jpg,father-dau/fd_199_2.jpg,father-dau
37,1,1,father-dau/fd_085_1.jpg,father-dau/fd_085_2.jpg,father-dau
38,1,1,father-dau/fd_198_1.jpg,father-dau/fd_198_2.jpg,father-dau
39,1,1,father-dau/fd_015_1.jpg,father-dau/fd_015_2.jpg,father-dau
40,1,1,father-dau/fd_050_1.jpg,father-dau/fd_050_2.jpg,father-dau
41,1,1,father-dau/fd_164_1.jpg,father-dau/fd_164_2.jpg,father-dau
42,1,1,father-dau/fd_196_1.jpg,father-dau/fd_196_2.jpg,father-dau
43,1,1,father-dau/fd_230_1.jpg,father-dau/fd_230_2.jpg,father-dau
44,1,1,father-dau/fd_051_1.jpg,father-dau/fd_051_2.jpg,father-dau
45,1,1,father-dau/fd_027_1.jpg,father-dau/fd_027_2.jpg,father-dau
46,1,1,father-dau/fd_248_1.jpg,father-dau/fd_248_2.jpg,father-dau
47,1,1,father-dau/fd_030_1.jpg,father-dau/fd_030_2.jpg,father-dau
48,1,1,father-dau/fd_094_1.jpg,father-dau/fd_094_2.jpg,father-dau
49,1,1,father-dau/fd_039_1.jpg,father-dau/fd_039_2.jpg,father-dau
50,1,0,father-dau/fd_166_1.jpg,father-dau/fd_240_2.jpg,father-dau
51,1,0,father-dau/fd_118_1.jpg,father-dau/fd_085_2.jpg,father-dau
52,1,0,father-dau/fd_015_1.jpg,father-dau/fd_027_2.jpg,father-dau
53,1,0,father-dau/fd_196_1.jpg,father-dau/fd_166_2.jpg,father-dau
54,1,0,father-dau/fd_055_1.jpg,father-dau/fd_199_2.jpg,father-dau
55,1,0,father-dau/fd_008_1.jpg,father-dau/fd_027_2.jpg,father-dau
