person,personLabel,personImage,personGender,child,childLabel,childImage,childGender
Q1484216,"John Romita, Sr.",http://commons.wikimedia.org/wiki/Special:FilePath/John%20Romita%20Sr%2C%202006.jpg,male,Q2570,John Romita Jr.,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Romita%2C%20Jr%20by%20Gage%20Skidmore.jpg,male
Q314834,Robert Vaughn,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Vaughn%20Napoleon%20Solo.JPG,male,Q2593,Matthew Vaughn,http://commons.wikimedia.org/wiki/Special:FilePath/Matthew%20Vaughn%20%2848017198166%29%20CROPPED.jpg,male
Q328667,Rajmund Kaczyński,http://commons.wikimedia.org/wiki/Special:FilePath/Rajmund%20Kaczy%C5%84ski%20h.%20Pomian.jpg,male,Q2757,Lech Kaczyński,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,male
Q3266318,Jadwiga Kaczyńska,http://commons.wikimedia.org/wiki/Special:FilePath/Benedict%20XVI%20Poland%207.jpg,female,Q2757,Lech Kaczyński,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,male
Q3266318,Jadwiga Kaczyńska,http://commons.wikimedia.org/wiki/Special:FilePath/Jadwiga%20Kaczy%C5%84ska%20mal.Zbigniew%20Koty%C5%82%C5%82o.jpg,female,Q2757,Lech Kaczyński,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,male
Q238402,Katherine Jackson,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,female,Q2831,Michael Jackson,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,male
Q361297,Joe Jackson,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,male,Q2831,Michael Jackson,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,male
Q16492,Mary Lee Woods,http://commons.wikimedia.org/wiki/Special:FilePath/Mary%20Lee%20Berners-Lee%20%28n%C3%A9e%20Woods%29.png,female,Q80,Tim Berners-Lee,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Tim%20Berners-Lee%20%28cropped%29.jpg,male
Q5166696,Conway Berners-Lee,http://commons.wikimedia.org/wiki/Special:FilePath/ConwayBerners-Lee1991.jpg,male,Q80,Tim Berners-Lee,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Tim%20Berners-Lee%20%28cropped%29.jpg,male
Q23505,George H. W. Bush,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,male,Q207,George W. Bush,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,male
Q190628,Barbara Bush,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,female,Q207,George W. Bush,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,male
Q1649494,Alberto Bachelet,http://commons.wikimedia.org/wiki/Special:FilePath/Alberto%20Bachelet.jpg,male,Q320,Michelle Bachelet,http://commons.wikimedia.org/wiki/Special:FilePath/Michelle%20Bachelet%2C%202020%201.1%20%28cropped%29.jpg,female
Q6173642,Ángela Jeria,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%81ngela%20Jeria.jpg,female,Q320,Michelle Bachelet,http://commons.wikimedia.org/wiki/Special:FilePath/Michelle%20Bachelet%2C%202020%201.1%20%28cropped%29.jpg,female
Q475,Eduardo Frei Montalva,http://commons.wikimedia.org/wiki/Special:FilePath/FreiMontalva.jpg,male,Q326,Eduardo Frei Ruiz-Tagle,http://commons.wikimedia.org/wiki/Special:FilePath/Eduardo%20Frei%20Chiledebate.jpg,male
Q5695438,María Ruiz-Tagle,http://commons.wikimedia.org/wiki/Special:FilePath/Mar%C3%ADa%20Ruiz-Tagle.jpg,female,Q326,Eduardo Frei Ruiz-Tagle,http://commons.wikimedia.org/wiki/Special:FilePath/Eduardo%20Frei%20Chiledebate.jpg,male
Q3898147,Paul Sarkozy,http://commons.wikimedia.org/wiki/Special:FilePath/Pal%20Sarkozy%2020100328%20Salon%20du%20livre%20de%20Paris%202b.jpg,male,Q329,Nicolas Sarkozy,http://commons.wikimedia.org/wiki/Special:FilePath/Nicolas%20Sarkozy%20in%202010.jpg,male
Q21198370,Christine Assange,http://commons.wikimedia.org/wiki/Special:FilePath/Christiane%20Assange%2C%20madre%20de%20Julian%20Assange%2C%20se%20entrevista%20con%20el%20Canciller%20Ricardo%20Pati%C3%B1o%20%287679237690%29.jpg,female,Q360,Julian Assange,http://commons.wikimedia.org/wiki/Special:FilePath/RUEDA%20DE%20PRENSA%20CONJUNTA%20ENTRE%20CANCILLER%20RICARDO%20PATI%C3%91O%20Y%20JULIAN%20ASSANGE%20%28cropped%29.jpg,male
Q470313,Cedella Booker,http://commons.wikimedia.org/wiki/Special:FilePath/Cedella%20Booker%20in%20Kingston%2C%20JA.jpg,female,Q409,Bob Marley,http://commons.wikimedia.org/wiki/Special:FilePath/Bob%20Marley%201976%20press%20photo.jpg,male
Q1480,Corazon Aquino,http://commons.wikimedia.org/wiki/Special:FilePath/Corazon%20Aquino%201986.jpg,female,Q1464,Benigno Aquino III,http://commons.wikimedia.org/wiki/Special:FilePath/Noynoy%20Aquino.jpg,male
Q777997,Arseny Tarkovsky,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%90%D1%80%D1%81%D0%B5%D0%BD%D0%B8%D0%B9%20%D0%A2%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9.jpg,male,Q853,Andrei Tarkovsky,http://commons.wikimedia.org/wiki/Special:FilePath/Andrei%20tarkovsky%20stamp%20russia%202007.jpg,male
Q2582389,Alice Schwarz,http://commons.wikimedia.org/wiki/Special:FilePath/Alice%20Schwarz%20%281908-1996%29.jpg,female,Q927,Harry Mulisch,http://commons.wikimedia.org/wiki/Special:FilePath/Harry%20Mulisch%202010.JPG,male
Q105529920,Heeraben Modi,http://commons.wikimedia.org/wiki/Special:FilePath/Heeraben%20Modi%200001.jpg,female,Q1058,Narendra Modi,http://commons.wikimedia.org/wiki/Special:FilePath/Official%20Photograph%20of%20Prime%20Minister%20Narendra%20Modi%20Portrait.png,male
Q4112334,Virginia Clinton Kelley,http://commons.wikimedia.org/wiki/Special:FilePath/Virginia%20Clinton%20Kelley%201993%20%28cropped%29.jpg,female,Q1124,Bill Clinton,http://commons.wikimedia.org/wiki/Special:FilePath/Bill%20Clinton.jpg,male
Q3646297,Alfred Lennon,http://commons.wikimedia.org/wiki/Special:FilePath/Freddie%20Lennon%20%281966%29.jpg,male,Q1203,John Lennon,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Lennon%2C%201974%20%28cropped%29.jpg,male
Q222805,Ninoy Aquino,http://commons.wikimedia.org/wiki/Special:FilePath/Ninoy%20Aquino.jpg,male,Q1464,Benigno Aquino III,http://commons.wikimedia.org/wiki/Special:FilePath/Noynoy%20Aquino.jpg,male
Q7496354,Shigenobu Murofushi,http://commons.wikimedia.org/wiki/Special:FilePath/Shigenobu%20Murofushi%201960.jpg,male,Q1784,Koji Murofushi,http://commons.wikimedia.org/wiki/Special:FilePath/Koji%20Murofushi%20Daegu%202011.jpg,male
Q49463421,Ferdinand Hirscher,http://commons.wikimedia.org/wiki/Special:FilePath/Ferdinand%20Hirscher.jpg,male,Q2072,Marcel Hirscher,http://commons.wikimedia.org/wiki/Special:FilePath/Hirscher-001.jpg,male
Q12973,Leopold III of Belgium,http://commons.wikimedia.org/wiki/Special:FilePath/Leopold%20III%20%281934%29.jpg,male,Q12976,Baudouin I of Belgium,http://commons.wikimedia.org/wiki/Special:FilePath/King%20Baudouin%20of%20Belgium.jpg,male
Q230238,Astrid of Sweden,http://commons.wikimedia.org/wiki/Special:FilePath/Astrid%20av%20Sverige.jpg,female,Q12976,Baudouin I of Belgium,http://commons.wikimedia.org/wiki/Special:FilePath/King%20Baudouin%20of%20Belgium.jpg,male
Q6761976,Marian Shields Robinson,http://commons.wikimedia.org/wiki/Special:FilePath/Marian%20Shields%20Robinson%202022%20%28cropped%29.jpg,female,Q13133,Michelle Obama,http://commons.wikimedia.org/wiki/Special:FilePath/Michelle%20Obama%202013%20official%20portrait.jpg,female
Q167520,Jon Voight,http://commons.wikimedia.org/wiki/Special:FilePath/Jon%20Voight%202011.jpg,male,Q13909,Angelina Jolie,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie-643531%20%28cropped%29.jpg,female
Q11637,Judy Garland,http://commons.wikimedia.org/wiki/Special:FilePath/Judy%20Garland%20The%20Harvey%20Girls%20MGM%20Publicity%20still.jpeg,female,Q14441,Liza Minnelli,http://commons.wikimedia.org/wiki/Special:FilePath/LIZA%20MINELLI%201997.jpg,female
Q51535,Vincente Minnelli,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20Minelli%20-%201950s.jpg,male,Q14441,Liza Minnelli,http://commons.wikimedia.org/wiki/Special:FilePath/LIZA%20MINELLI%201997.jpg,female
Q301282,Xi Zhongxun,http://commons.wikimedia.org/wiki/Special:FilePath/Xi%20Zhongxun.jpg,male,Q15031,Xi Jinping,http://commons.wikimedia.org/wiki/Special:FilePath/Xi%20Jinping%20in%20July%202024.jpg,male
Q17499761,Qi Xin,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B9%A0%E4%BB%B2%E5%8B%8B%E5%92%8C%E5%A4%AB%E4%BA%BA%E9%BD%90%E5%BF%83.gif,female,Q15031,Xi Jinping,http://commons.wikimedia.org/wiki/Special:FilePath/Xi%20Jinping%20in%20July%202024.jpg,male
Q1747204,David Campbell,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Campbell%20Conducting.jpg,male,Q11901,Beck,http://commons.wikimedia.org/wiki/Special:FilePath/BeckMSG190718-13%20%2847065153261%29%20%28cropped%29.jpg,male
Q1747204,David Campbell,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Campbell%20Conducting.jpg,male,Q11901,Beck,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Beck%2C%20Hamburg%202000.jpg,male
Q4902971,Bibbe Hansen,http://commons.wikimedia.org/wiki/Special:FilePath/Bibbe%20Hansen.jpg,female,Q11901,Beck,http://commons.wikimedia.org/wiki/Special:FilePath/BeckMSG190718-13%20%2847065153261%29%20%28cropped%29.jpg,male
Q4902971,Bibbe Hansen,http://commons.wikimedia.org/wiki/Special:FilePath/Bibbe%20Hansen.jpg,female,Q11901,Beck,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Beck%2C%20Hamburg%202000.jpg,male
Q12085,Gianluigi Bonelli,http://commons.wikimedia.org/wiki/Special:FilePath/Gianluigi%20Bonelli.jpg,male,Q12105,Sergio Bonelli,http://commons.wikimedia.org/wiki/Special:FilePath/Sergio%20Bonelli%20al%20Lucca%20Comics%202009.jpg,male
Q1985246,Albert De Clerck,http://commons.wikimedia.org/wiki/Special:FilePath/AlbertDeClerck1965.jpg,male,Q12498,Stefaan De Clerck,http://commons.wikimedia.org/wiki/Special:FilePath/Stefaan%20De%20Clerck%20%28politician%29%20cropped%20version.jpg,male
Q923742,László Polgár,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A1szl%C3%B3%20Polg%C3%A1r%20in%201989.jpg,male,Q12823,Susan Polgar,http://commons.wikimedia.org/wiki/Special:FilePath/Susan%20Polgar%206.jpg,female
Q923742,László Polgár,http://commons.wikimedia.org/wiki/Special:FilePath/Laszlo%20Polgar.jpg,male,Q12823,Susan Polgar,http://commons.wikimedia.org/wiki/Special:FilePath/Susan%20Polgar%206.jpg,female
Q23908557,Klára Polgár,http://commons.wikimedia.org/wiki/Special:FilePath/Klara%20Polgar.jpg,female,Q12823,Susan Polgar,http://commons.wikimedia.org/wiki/Special:FilePath/Susan%20Polgar%206.jpg,female
Q7109912,Otto Øgrim,http://commons.wikimedia.org/wiki/Special:FilePath/Otto%20%C3%98grim%201995%20%28Foto-%20H%C3%A5kon%20Noodt%29.jpg,male,Q12878,Tron Øgrim,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%98grim-Tron.jpg,male
Q2502098,Dondinho,http://commons.wikimedia.org/wiki/Special:FilePath/Dondinho.jpg,male,Q12897,Pelé,http://commons.wikimedia.org/wiki/Special:FilePath/Pele%20con%20brasil%20%28cropped%29.jpg,male
Q7177,Jean-Marie Le Pen,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Marie%20Le%20Pen%201994%20%28cropped%29.jpg,male,Q12927,Marine Le Pen,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9C%D0%B0%D1%80%D0%B8%D0%BD%20%D0%9B%D0%B5%20%D0%9F%D0%B5%D0%BD%20%2828-01-2022%29.jpg,female
Q7177,Jean-Marie Le Pen,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Marie%20Le%20Pen%201994%20%28cropped%29.jpg,male,Q12927,Marine Le Pen,http://commons.wikimedia.org/wiki/Special:FilePath/Marine%20Le%20Pen%20VIVA%2024%20%282%29%20%28cropped%29.jpg,female
Q3082008,Francisque Perrut,http://commons.wikimedia.org/wiki/Special:FilePath/Francisque%20Perrut%2C%20maire-adjoint%20de%20Villefranche%20sur%20Sa%C3%B4ne%2C%201977.jpg,male,Q12931,Bernard Perrut,http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20Perrut.jpg,male
Q15980250,Mitch Winehouse,http://commons.wikimedia.org/wiki/Special:FilePath/Amy%20Winehouse%20with%20her%20Dad%20%2826539496874%29.jpg,male,Q15897,Amy Winehouse,http://commons.wikimedia.org/wiki/Special:FilePath/Amy%20Winehouse%20-Virgin%20Festival%2C%20Pimlico%2C%20Baltimore%2C%20Maryland-4August2007.jpg,female
Q15980250,Mitch Winehouse,http://commons.wikimedia.org/wiki/Special:FilePath/Amy%20Winehouse%20with%20her%20Dad%20%2826539496874%29.jpg,male,Q15897,Amy Winehouse,http://commons.wikimedia.org/wiki/Special:FilePath/Amy%20Winehouse%20f5048439.jpg,female
Q15980250,Mitch Winehouse,http://commons.wikimedia.org/wiki/Special:FilePath/Amy%20Winehouse%20with%20her%20Dad%20%2826539496874%29.jpg,male,Q15897,Amy Winehouse,http://commons.wikimedia.org/wiki/Special:FilePath/Amy%20Winehouse%20-Virgin%20Festival%2C%20Pimlico%2C%20Baltimore%2C%20Maryland-4August2007.jpg,female
Q15980250,Mitch Winehouse,http://commons.wikimedia.org/wiki/Special:FilePath/Amy%20Winehouse%20with%20her%20Dad%20%2826539496874%29.jpg,male,Q15897,Amy Winehouse,http://commons.wikimedia.org/wiki/Special:FilePath/Amy%20Winehouse%20f5048439.jpg,female
Q60633179,Donda West,http://commons.wikimedia.org/wiki/Special:FilePath/Donda%20West.jpg,female,Q15935,Kanye West,http://commons.wikimedia.org/wiki/Special:FilePath/Kanye%20West%20at%20the%20Met%20Gala%20in%202019%202.png,male
Q15988,"Jean, Grand Duke of Luxembourg",http://commons.wikimedia.org/wiki/Special:FilePath/GD%20Jean%201967.jpg,male,Q16004,"Henri, Grand Duke of Luxembourg",http://commons.wikimedia.org/wiki/Special:FilePath/Saeimas%20priek%C5%A1s%C4%93d%C4%93t%C4%81js%20Edvards%20Smilt%C4%93ns%20tiekas%20ar%20Luksemburgas%20lielhercogu%20-%2052744479271%20%28cropped%29.jpg,male
Q160984,Princess Joséphine-Charlotte of Belgium,http://commons.wikimedia.org/wiki/Special:FilePath/Staatsbezoek%20van%20Groothertog%20en%20Groothertogin%20van%20Luxemburg%20aan%20ons%20land.%20Balkon%2C%20Bestanddeelnr%20920-6933%20CROP%20Jos%C3%A9pine%20Charlotte.jpg,female,Q16004,"Henri, Grand Duke of Luxembourg",http://commons.wikimedia.org/wiki/Special:FilePath/Saeimas%20priek%C5%A1s%C4%93d%C4%93t%C4%81js%20Edvards%20Smilt%C4%93ns%20tiekas%20ar%20Luksemburgas%20lielhercogu%20-%2052744479271%20%28cropped%29.jpg,male
Q712093,Lee Hoi-chuen,http://commons.wikimedia.org/wiki/Special:FilePath/Bruce%20Lee%20with%20his%20father%201940s.jpg,male,Q16397,Bruce Lee,http://commons.wikimedia.org/wiki/Special:FilePath/Bruce%20Lee%201973%20%28cropped%29.jpg,male
Q23034463,Grace Ho,http://commons.wikimedia.org/wiki/Special:FilePath/Bruce%20Lee%20with%20his%20parents%201940s%20%28Grace%20Ho%20cropped%29.jpg,female,Q16397,Bruce Lee,http://commons.wikimedia.org/wiki/Special:FilePath/Bruce%20Lee%201973%20%28cropped%29.jpg,male
Q350761,Mazinho,http://commons.wikimedia.org/wiki/Special:FilePath/Iomar%20do%20Nascimento%20Melo%2C%20Barcelona%202019%20%28cropped%29.jpg,male,Q17493,Thiago Alcântara,http://commons.wikimedia.org/wiki/Special:FilePath/UEFA%20EURO%20qualifiers%20Sweden%20vs%20Spain%2020191015%20Thiago%20Alcantara%2013%20%28cropped%29.jpg,male
Q3369827,Li Shuoxun,http://commons.wikimedia.org/wiki/Special:FilePath/Li%20Shuoxin%2C1931.jpg,male,Q18301,Li Peng,http://commons.wikimedia.org/wiki/Special:FilePath/Lipeng.jpg,male
Q3435778,Robert Lopez,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Lopez%2C%20Tony%20Awards%20screenshot%20%2800m03s%29%20%28cropped%29.jpg,male,Q40715,Jennifer Lopez,http://commons.wikimedia.org/wiki/Special:FilePath/Jennifer%20Lopez%20Interview%202019%20%28cropped%29.jpg,female
Q7942260,Stanisław Jopek,http://commons.wikimedia.org/wiki/Special:FilePath/Stanis%C5%82aw%20Jopek.jpg,male,Q40890,Anna Maria Jopek,http://commons.wikimedia.org/wiki/Special:FilePath/Anna%20Maria%20Jopek%20by%20M%20Kydrynski2.jpg,female
Q19155,Henry Fonda,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Fonda%20in%20Warlock.jpg,male,Q41142,Jane Fonda,http://commons.wikimedia.org/wiki/Special:FilePath/Jane%20Fonda%20Cannes%202014.jpg,female
Q10961701,Frances Ford Seymour,http://commons.wikimedia.org/wiki/Special:FilePath/Frances%20Ford%20Seymour%20%281938%29.jpg,female,Q41142,Jane Fonda,http://commons.wikimedia.org/wiki/Special:FilePath/Jane%20Fonda%20Cannes%202014.jpg,female
Q315051,James Brolin,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Brolin%202013%20%28cropped%29.jpg,male,Q41396,Josh Brolin,http://commons.wikimedia.org/wiki/Special:FilePath/Josh%20Brolin%20SDCC%202014.jpg,male
Q1393716,Valero Rivera,http://commons.wikimedia.org/wiki/Special:FilePath/Valero%20Rivera%20-%20Handball-Teamchef%20Spain%20%281%29.jpg,male,Q29176,Valero Rivera Folch,http://commons.wikimedia.org/wiki/Special:FilePath/Valero%20Rivera%202013%20Hand%20Star%20Game%20t171627.jpg,male
Q57304,"Prince Bernhard, Prince Consort of the Netherlands",http://commons.wikimedia.org/wiki/Special:FilePath/Prince%20Bernhard%201942.jpg,male,Q29574,Beatrix of the Netherlands,http://commons.wikimedia.org/wiki/Special:FilePath/Prinses%20Beatrix.jpg,female
Q336222,Tito Jackson,http://commons.wikimedia.org/wiki/Special:FilePath/Tito%20Jackson%201977%20%28cropped%29.jpg,male,Q24356,Taryll Jackson,http://commons.wikimedia.org/wiki/Special:FilePath/3T%20in%20performance%20%28Hannover%2C%201996%29.jpg,male
Q178237,Chris de Burgh,http://commons.wikimedia.org/wiki/Special:FilePath/Chrisde33.jpg,male,Q24591,Rosanna Davison,http://commons.wikimedia.org/wiki/Special:FilePath/2016-02-01%20Rosanna%20Davison.jpg,female
Q1332856,Joe Bryant,http://commons.wikimedia.org/wiki/Special:FilePath/Joe%20Bryant%202010.jpg,male,Q25369,Kobe Bryant,http://commons.wikimedia.org/wiki/Special:FilePath/KBryant8.jpg,male
Q535976,Peter Neustädter,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Neust%C3%A4dter%2C%202006.jpg,male,Q26233,Roman Neustädter,http://commons.wikimedia.org/wiki/Special:FilePath/Neustadter%202015.jpg,male
Q484288,Katsuya Nomura,http://commons.wikimedia.org/wiki/Special:FilePath/Katsuya%20Nomura%201959%20Scan10016%20160913.jpg,male,Q27350,Katsunori Nomura,http://commons.wikimedia.org/wiki/Special:FilePath/Giants%20nomura%2092.jpg,male
Q374960,John J. Gilligan,http://commons.wikimedia.org/wiki/Special:FilePath/John%20J.%20Gilligan%2089th%20Congress%201965.jpg,male,Q27677,Kathleen Sebelius,http://commons.wikimedia.org/wiki/Special:FilePath/Kathleen%20Sebelius%20official%20portrait.jpg,female
Q104266,Mel Brooks,http://commons.wikimedia.org/wiki/Special:FilePath/MelBrooksApr10.jpg,male,Q28170,Max Brooks,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Brooks%20at%20BookExpo%20%2815957%29.jpg,male
Q183532,Anne Bancroft,http://commons.wikimedia.org/wiki/Special:FilePath/Anne%20Bancroft%20Chrysler%20Theatre%201964%20%28cropped%29.jpg,female,Q28170,Max Brooks,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Brooks%20at%20BookExpo%20%2815957%29.jpg,male
Q718691,James Broderick,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Broderick%201959.JPG,male,Q28755,Matthew Broderick,http://commons.wikimedia.org/wiki/Special:FilePath/Matthew%20Broderick.jpg,male
Q718691,James Broderick,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Broderick%201959.JPG,male,Q28755,Matthew Broderick,http://commons.wikimedia.org/wiki/Special:FilePath/Matthew%20Broderick%202022.jpg,male
Q4818309,Tony Tarantino,http://commons.wikimedia.org/wiki/Special:FilePath/Tony%20Tarantino%202009.jpg,male,Q3772,Quentin Tarantino,http://commons.wikimedia.org/wiki/Special:FilePath/Quentin%20Tarantino%20by%20Gage%20Skidmore.jpg,male
Q3925,Grace Kelly,http://commons.wikimedia.org/wiki/Special:FilePath/Gracia%20van%20Monaco%20%281972%29.jpg,female,Q3910,"Albert II, Prince of Monaco",http://commons.wikimedia.org/wiki/Special:FilePath/Prince%20Albert%20II%202016.jpg,male
Q185025,"Rainier III, Prince of Mónaco",http://commons.wikimedia.org/wiki/Special:FilePath/Rainier%20III.jpg,male,Q3910,"Albert II, Prince of Monaco",http://commons.wikimedia.org/wiki/Special:FilePath/Prince%20Albert%20II%202016.jpg,male
Q12973,Leopold III of Belgium,http://commons.wikimedia.org/wiki/Special:FilePath/Leopold%20III%20%281934%29.jpg,male,Q3911,Albert II of Belgium,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20II%2C%20King%20of%20Belgium.jpg,male
Q230238,Astrid of Sweden,http://commons.wikimedia.org/wiki/Special:FilePath/Astrid%20av%20Sverige.jpg,female,Q3911,Albert II of Belgium,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20II%2C%20King%20of%20Belgium.jpg,male
Q356261,William McMahon,http://commons.wikimedia.org/wiki/Special:FilePath/William%20McMahon%201966.jpg,male,Q4223,Julian McMahon,http://commons.wikimedia.org/wiki/Special:FilePath/Julian%20McMahon.jpg,male
Q7561735,Sonia McMahon,http://commons.wikimedia.org/wiki/Special:FilePath/Sonia%20McMahon%2031709681%20%28cropped%29.jpg,female,Q4223,Julian McMahon,http://commons.wikimedia.org/wiki/Special:FilePath/Julian%20McMahon.jpg,male
Q231259,Billy Ray Cyrus,http://commons.wikimedia.org/wiki/Special:FilePath/Billy%20Ray%20Cyrus%202019.jpg,male,Q4235,Miley Cyrus,http://commons.wikimedia.org/wiki/Special:FilePath/Miley%20Cyrus%20Primavera19%20-226%20%2848986293772%29%20%28cropped%29.jpg,female
Q231259,Billy Ray Cyrus,http://commons.wikimedia.org/wiki/Special:FilePath/Billy%20Ray%20Cyrus%202019.jpg,male,Q4235,Miley Cyrus,http://commons.wikimedia.org/wiki/Special:FilePath/Miley%20Cyrus%20Primavera19%20-226%20%2848986293772%29%20%28cropped%29.jpg,Q18116794
Q155385,Étienne Gnassingbé Eyadéma,http://commons.wikimedia.org/wiki/Special:FilePath/Gnassingbe%20Eyadema%20detail1%20DF-SC-84-10025.jpg,male,Q4414,Faure Essozimna Gnassingbé,http://commons.wikimedia.org/wiki/Special:FilePath/Faure%20Gnassingb%C3%A9%202014.png,male
Q519985,Deborah Pratt,http://commons.wikimedia.org/wiki/Special:FilePath/Deborah%20Pratt%20by%20Gage%20Skidmore.jpg,female,Q4461,Troian Bellisario,http://commons.wikimedia.org/wiki/Special:FilePath/Troian%20Bellisario%20in%20Manila%20%28close-up%29.jpg,female
Q710739,Donald P. Bellisario,http://commons.wikimedia.org/wiki/Special:FilePath/Donald-bellisario-1993.png,male,Q4461,Troian Bellisario,http://commons.wikimedia.org/wiki/Special:FilePath/Troian%20Bellisario%20in%20Manila%20%28close-up%29.jpg,female
Q4983802,Bud Brown,http://commons.wikimedia.org/wiki/Special:FilePath/Bud%20Brown%2097th%20Congress%201981.jpg,male,Q4488,Clancy Brown,http://commons.wikimedia.org/wiki/Special:FilePath/Clancy%20Brown.jpg,male
Q520275,George W. Romney,http://commons.wikimedia.org/wiki/Special:FilePath/George%20W.%20Romney%20official%20portrait.jpg,male,Q4496,Mitt Romney,http://commons.wikimedia.org/wiki/Special:FilePath/Mitt%20Romney%20official%20US%20Senate%20portrait.jpg,male
Q3247018,Lenore Romney,http://commons.wikimedia.org/wiki/Special:FilePath/Lenore%20Romney%20145%20Bild-F026119-0002%2C%20Bonn.jpg,female,Q4496,Mitt Romney,http://commons.wikimedia.org/wiki/Special:FilePath/Mitt%20Romney%20official%20US%20Senate%20portrait.jpg,male
Q1818635,Max Moszkowicz,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Moszkowicz%20sr%20%281985%29.jpg,male,Q4505,Bram Moszkowicz,http://commons.wikimedia.org/wiki/Special:FilePath/Bram%20Moszkowicz%20in%20commercial%20%28cropped%29.jpg,male
Q1149,Indira Gandhi,http://commons.wikimedia.org/wiki/Special:FilePath/Face%20detail%2C%20Premier%20Indira%20Gandhi%20%28Congrespartij%29%2C%20Bestanddeelnr%20929-0811%20%28cropped%29.jpg,female,Q4593,Rajiv Gandhi,http://commons.wikimedia.org/wiki/Special:FilePath/Rajiv%20Gandhi%20%281987%29.jpg,male
Q554175,Feroze Gandhi,http://commons.wikimedia.org/wiki/Special:FilePath/Feroze%20Gandhi%20before%201950s.jpg,male,Q4593,Rajiv Gandhi,http://commons.wikimedia.org/wiki/Special:FilePath/Rajiv%20Gandhi%20%281987%29.jpg,male
Q1176300,David Reivers,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Reivers.jpg,male,Q4617,Corbin Bleu,http://commons.wikimedia.org/wiki/Special:FilePath/Corbin%20Bleu.jpg,male
Q684014,Bill Gates Sr.,http://commons.wikimedia.org/wiki/Special:FilePath/William-H-Gates-Senior-New-Delhi-Hi-Res.jpg,male,Q5284,Bill Gates,http://commons.wikimedia.org/wiki/Special:FilePath/Bill%20Gates%20-%202023%20-%20P062021-967902%20%28cropped%29.jpg,male
Q5368,Maks Wraber,http://commons.wikimedia.org/wiki/Special:FilePath/Maks%20Wraber%201969.jpg,male,Q5370,Tone Wraber,http://commons.wikimedia.org/wiki/Special:FilePath/Tone%20Wraber.jpg,male
Q758132,Attilio Bertolucci,http://commons.wikimedia.org/wiki/Special:FilePath/Attilio%20Bertolucci.jpeg,male,Q53009,Bernardo Bertolucci,http://commons.wikimedia.org/wiki/Special:FilePath/Bernardo%20Bertolucci.jpg,male
