person1,person2,image1,image2,relationship,are_related
Q1484216,Q2570,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Romita%20Sr%2C%202006.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Romita%2C%20Jr%20by%20Gage%20Skidmore.jpg,parent - child,1
Q314834,Q2593,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Vaughn%20Napoleon%20Solo.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Matthew%20Vaughn%20%2848017198166%29%20CROPPED.jpg,parent - child,1
Q3266318,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Benedict%20XVI%20Poland%207.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q3266318,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Benedict%20XVI%20Poland%207.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q3266318,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Benedict%20XVI%20Poland%207.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q3266318,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Jadwiga%20Kaczy%C5%84ska%20mal.Zbigniew%20Koty%C5%82%C5%82o.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q3266318,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Jadwiga%20Kaczy%C5%84ska%20mal.Zbigniew%20Koty%C5%82%C5%82o.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q3266318,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Jadwiga%20Kaczy%C5%84ska%20mal.Zbigniew%20Koty%C5%82%C5%82o.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q3266318,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Benedict%20XVI%20Poland%207.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q3266318,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Benedict%20XVI%20Poland%207.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q3266318,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Benedict%20XVI%20Poland%207.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q3266318,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Jadwiga%20Kaczy%C5%84ska%20mal.Zbigniew%20Koty%C5%82%C5%82o.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q3266318,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Jadwiga%20Kaczy%C5%84ska%20mal.Zbigniew%20Koty%C5%82%C5%82o.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q3266318,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Jadwiga%20Kaczy%C5%84ska%20mal.Zbigniew%20Koty%C5%82%C5%82o.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q328667,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Rajmund%20Kaczy%C5%84ski%20h.%20Pomian.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q328667,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Rajmund%20Kaczy%C5%84ski%20h.%20Pomian.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q328667,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Rajmund%20Kaczy%C5%84ski%20h.%20Pomian.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q328667,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Rajmund%20Kaczy%C5%84ski%20h.%20Pomian.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q328667,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Rajmund%20Kaczy%C5%84ski%20h.%20Pomian.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q328667,Q2757,http://commons.wikimedia.org/wiki/Special:FilePath/Rajmund%20Kaczy%C5%84ski%20h.%20Pomian.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lech%20Kaczy%C5%84ski.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,1
Q16492,Q80,http://commons.wikimedia.org/wiki/Special:FilePath/Mary%20Lee%20Berners-Lee%20%28n%C3%A9e%20Woods%29.png,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Tim%20Berners-Lee%20%28cropped%29.jpg,parent - child,1
Q16492,Q80,http://commons.wikimedia.org/wiki/Special:FilePath/Mary%20Lee%20Berners-Lee%20%28n%C3%A9e%20Woods%29.png,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Tim%20Berners-Lee%20%28cropped%29.jpg,parent - child,1
Q5166696,Q80,http://commons.wikimedia.org/wiki/Special:FilePath/ConwayBerners-Lee1991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Tim%20Berners-Lee%20%28cropped%29.jpg,parent - child,1
Q5166696,Q80,http://commons.wikimedia.org/wiki/Special:FilePath/ConwayBerners-Lee1991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Tim%20Berners-Lee%20%28cropped%29.jpg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
